"2254","192","F43.0","Acute stress reaction"
"2255","191","F43.1","Post-traumatic stress disorder"
"2256","192","F43.2","Adjustment disorders"
"2257","192","F43.8","Other reactions to severe stress"
"2258","192","F43.9","Reaction to severe stress, unspecified"
"2259","193","F44.0","Dissociative amnesia"
"2260","193","F44.1","Dissociative fugue"
"2261","193","F44.2","Dissociative stupor"
"2262","193","F44.3","Trance and possession disorders"
"2263","193","F44.4","Dissociative motor disorders"
"2264","193","F44.5","Dissociative convulsions"
"2265","193","F44.6","Dissociative anaesthesia and sensory loss"
"2266","193","F44.7","Mixed dissociative [conversion] disorders"
"2267","193","F44.8","Other dissociative [conversion] disorders"
"2268","193","F44.9","Dissociative [conversion] disorder, unspecified"
"2269","192","F45.0","Somatization disorder"
"2270","192","F45.1","Undifferentiated somatoform disorder"
"2271","192","F45.2","Hypochondriacal disorder"
"2272","192","F45.3","Somatoform autonomic dysfunction"
"2273","192","F45.4","Persistent somatoform pain disorder"
"2274","192","F45.8","Other somatoform disorders"
"2275","192","F45.9","Somatoform disorder, unspecified"
"2276","192","F48.0","Neurasthenia"
"2277","192","F48.1","Depersonalization-derealization syndrome"
"2278","192","F48.8","Other specified neurotic disorders"
"2279","192","F48.9","Neurotic disorder, unspecified"
"2280","196","F50.0","Anorexia nervosa"
"2281","196","F50.1","Atypical anorexia nervosa"
"2282","196","F50.2","Bulimia nervosa"
"2283","196","F50.3","Atypical bulimia nervosa"
"2284","196","F50.4","Overeating associated with other psychological disturbances"
"2285","196","F50.5","Vomiting associated with other psychological disturbances"
"2286","196","F50.8","Other eating disorders"
"2287","196","F50.9","Eating disorder, unspecified"
"2288","196","F51.0","Nonorganic insomnia"
"2289","196","F51.1","Nonorganic hypersomnia"
"2290","196","F51.2","Nonorganic disorder of the sleep-wake schedule"
"2291","196","F51.3","Sleepwalking [somnambulism]"
"2292","196","F51.4","Sleep terrors [night terrors]"
"2293","196","F51.5","Nightmares"
"2294","196","F51.8","Other nonorganic sleep disorders"
"2295","196","F51.9","Nonorganic sleep disorder, unspecified"
"2296","196","F52.0","Lack or loss of sexual desire"
"2297","196","F52.1","Sexual aversion and lack of sexual enjoyment"
"2298","196","F52.2","Failure of genital response"
"2299","196","F52.3","Orgasmic dysfunction"
"2300","196","F52.4","Premature ejaculation"
"2301","196","F52.5","Nonorganic vaginismus"
"2302","196","F52.6","Nonorganic dyspareunia"
"2303","196","F52.7","Excessive sexual drive"
"2304","196","F52.8","Other sexual dysfunction not caused by organic disorder/disease"
"2305","196","F52.9","Unspecified sexual dysfunction not caused by organic disorder or disease"
"2306","200","F53.0","Mild mental and behavioural disorder associated with the puerperium NEC"
"2307","196","F53.1","Severe mental and behavioural disorder associated with puerperium NEC"
"2308","196","F53.8","Other mental and behavioural disorder associated with the puerperium NEC"
"2309","196","F53.9","Puerperal mental disorder, unspecified"
"2310","196","F54","Psychological and behavioural factor associated with disord or disease Classified elsewhere"
"2311","196","F55","Abuse of non-dependence-producing substances"
"2312","196","F59","Unspecified behavaviural syndrome associated with physiological disturbances and physical factor"
"2313","197","F60.0","Paranoid personality disorder"
"2314","197","F60.1","Schizoid personality disorder"
"2315","197","F60.2","Dissocial personality disorder"
"2316","197","F60.3","Emotionally unstable personality disorder"
"2317","197","F60.4","Histrionic personality disorder"
"2318","197","F60.5","Anankastic personality disorder"
"2319","197","F60.6","Anxious [avoidant] personality disorder"
"2320","197","F60.7","Dependent personality disorder"
"2321","197","F60.8","Other specific personality disorders"
"2322","197","F60.9","Personality disorder, unspecified"
"2323","197","F61","Mixed and other personality disorders"
"2324","197","F62.0","Enduring personality change after catastrophic experience"
"2325","197","F62.1","Enduring personality change after psychiatric illness"
"2326","197","F62.8","Other enduring personality changes"
"2327","197","F62.9","Enduring personality change, unspecified"
"2328","197","F63.0","Pathological gambling"
"2329","197","F63.1","Pathological fire-setting [pyromania]"
"2330","197","F63.2","Pathological stealing [kleptomania]"
"2331","197","F63.3","Trichotillomania"
"2332","197","F63.8","Other habit and impulse disorders"
"2333","197","F63.9","Habit and impulse disorder, unspecified"
"2334","197","F64.0","Transsexualism"
"2335","197","F64.1","Dual-role transvestism"
"2336","197","F64.2","Gender identity disorder of childhood"
"2337","197","F64.8","Other gender identity disorders"
"2338","197","F64.9","Gender identity disorder, unspecified"
"2339","197","F65.0","Fetishism"
"2340","197","F65.1","Fetishistic transvestism"
"2341","197","F65.2","Exhibitionism"
"2342","197","F65.3","Voyeurism"
"2343","197","F65.4","Paedophilia"
"2344","197","F65.5","Sadomasochism"
"2345","197","F65.6","Multiple disorders of sexual preference"
"2346","197","F65.8","Other disorders of sexual preference"
"2347","197","F65.9","Disorder of sexual preference, unspecified"
"2348","197","F66.0","Sexual maturation disorder"
"2349","197","F66.1","Egodystonic sexual orientation"
"2350","197","F66.2","Sexual relationship disorder"
"2351","197","F66.8","Other psychosexual development disorders"
"2352","197","F66.9","Psychosexual development disorder, unspecified"
"2353","197","F68.0","Elaboration of physical symptoms for psychological reasons"
"2354","197","F68.1","Intentional production/feigning of symptoms/disabilities either physical/psychological [factititous disorder)"
"2355","197","F68.8","Other specified disorders of adult personality and behaviour"
"2356","197","F69","Unspecified disorder of adult personality and behaviour"
"2357","194","F70.0","Mild mental retardation: with statement no or minimal, impairment of behaviour"
"2358","194","F70.1","Mild mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2359","194","F70.8","Mild mental retardation: other impairments of behaviour"
"2360","194","F70.9","Mild mental retardation: without mention of impairment behaviour"
"2361","194","F71.0","Mod mental retardation: with statement no or minimal, impairment of behaviour"
"2362","194","F71.1","Mod mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2363","194","F71.8","Mod mental retardation: other impairments of behaviour"
"2364","194","F71.9","Mod mental retardation: without mention of impairment behaviour"
"2365","194","F72.0","Severe mental retardation: with statement no or minimal, impairment of behaviour"
"2366","194","F72.1","Severe mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2367","194","F72.8","Severe mental retardation: other impairments of behaviour"
"2368","194","F72.9","Severe mental retardation: without mention of impairment behaviour"
"2369","194","F73.0","Profound mental retardation: with statement no or minimal, impairment of behaviour"
"2370","194","F73.1","Profound mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2371","194","F73.8","Profound mental retardation: other impairments of behaviour"
"2372","194","F73.9","Profound mental retardation: without mention of impairment behaviour"
"2373","194","F78.0","other mental retardation: with statement no or minimal, impairment of behaviour"
"2374","194","F78.1","other mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2375","194","F78.8","other mental retardation: other impairments of behaviour"
"2376","194","F78.9","other mental retardation: without mention of impairment behaviour"
"2377","194","F79.0","Unspecified mental retardation: with statement no or minimal, impairment of behaviour"
"2378","194","F79.1","Unspecified mental retardation: significant impairment behaviour requiring attentiom / treatment"
"2379","194","F79.8","Unspecified mental retardation: other impairments of behaviour"
"2380","194","F79.9","Unspecified mental retardation: without mention of impairment behaviour"
"2381","198","F80.0","Specific speech articulation disorder"
"2382","198","F80.1","Expressive language disorder"
"2383","198","F80.2","Receptive language disorder"
"2384","198","F80.3","Acquired aphasia with epilepsy [landau-kleffner]"
"2385","198","F80.8","Other developmental disorders of speech and language"
"2386","198","F80.9","Developmental disorder of speech and language, unspecified"
"2387","198","F81.0","Specific reading disorder"
"2388","198","F81.1","Specific spelling disorder"
"2389","198","F81.2","Specific disorder of arithmetical skills"
"2390","198","F81.3","Mixed disorder of scholastic skills"
"2391","198","F81.8","Other developmental disorders of scholastic skills"
"2392","198","F81.9","Developmental disorder of scholastic skills, unspecified"
"2393","198","F82","Specific developmental disorder of motor function"
"2394","198","F83","Mixed specific developmental disorders"
"2395","198","F84.0","Childhood autism"
"2396","198","F84.1","Atypical autism"
"2397","198","F84.2","Rett's syndrome"
"2398","198","F84.3","Other childhood disintegrative disorder"
"2399","198","F84.4","Overactive disorder associated with mental retardation and stereotype movements"
"2400","198","F84.5","Asperger's syndrome"
"2401","198","F84.8","Other pervasive developmental disorders"
"2402","198","F84.9","Pervasive developmental disorder, unspecified"
"2403","198","F88","Other disorders of psychological development"
"2404","198","F89","Unspecified disorder of psychological development"
"2405","199","F90.0","Disturbance of activity and attention"
"2406","199","F90.1","Hyperkinetic conduct disorder"
"2407","199","F90.8","Other hyperkinetic disorders"
"2408","199","F90.9","Hyperkinetic disorder, unspecified"
"2409","199","F91.0","Conduct disorder confined to the family context"
"2410","199","F91.1","Unsocialized conduct disorder"
"2411","199","F91.2","Socialized conduct disorder"
"2412","199","F91.3","Oppositional defiant disorder"
"2413","199","F91.8","Other conduct disorders"
"2414","199","F91.9","Conduct disorder, unspecified"
"2415","199","F92.0","Depressive conduct disorder"
"2416","199","F92.8","Other mixed disorders of conduct and emotions"
"2417","199","F92.9","Mixed disorder of conduct and emotions, unspecified"
"2418","199","F93.0","Separation anxiety disorder of childhood"
"2419","199","F93.1","Phobic anxiety disorder of childhood"
"2420","199","F93.2","Social anxiety disorder of childhood"
"2421","199","F93.3","Sibling rivalry disorder"
"2422","199","F93.8","Other childhood emotional disorders"
"2423","199","F93.9","Childhood emotional disorder, unspecified"
"2424","199","F94.0","Elective mutism"
"2425","199","F94.1","Reactive attachment disorder of childhood"
"2426","199","F94.2","Disinhibited attachment disorder of childhood"
"2427","199","F94.8","Other childhood disorders of social functioning"
"2428","199","F94.9","Childhood disorder of social functioning, unspecified"
"2429","199","F95.0","Transient tic disorder"
"2430","199","F95.1","Chronic motor or vocal tic disorder"
"2431","199","F95.2","Combined vocal multiple motor tic disorder [de la tourette]"
"2432","199","F95.8","Other tic disorders"
"2433","199","F95.9","Tic disorder, unspecified"
"2434","199","F98.0","Nonorganic enuresis"
"2435","199","F98.1","Nonorganic encopresis"
"2436","199","F98.2","Feeding disorder of infancy and childhood"
"2437","199","F98.3","Pica of infancy and childhood"
"2438","199","F98.4","Stereotyped movement disorders"
"2439","199","F98.5","Stuttering [stammering]"
"2440","199","F98.6","Cluttering"
"2441","199","F98.8","Other behavioral and emotional disorder onset usually ocurring childhood adolescence"
"2442","199","F98.9","Unspecified behavioral and emotional disorder onset usually ocurring childhood adolescence"
"2443","202","F99","Mental disorder, not otherwise specified"
"2444","203","G00.0","Haemophilus meningitis"
"2445","203","G00.1","Pneumococcal meningitis"
"2446","203","G00.2","Streptococcal meningitis"
"2447","203","G00.3","Staphylococcal meningitis"
"2448","203","G00.8","Other bacterial meningitis"
"2449","203","G00.9","Bacterial meningitis, unspecified"
"2450","203","G01","Meningitis in bacterial diseases classified elsewhere"
"2451","203","G02.0","Meningitis in viral diseases classified elsewhere"
"2452","203","G02.1","Meningitis in mycoses"
"2453","203","G02.8","Meningitis in other spec infectious and parasitic dis ec"
"2454","203","G03.0","Nonpyogenic meningitis"
"2455","203","G03.1","Chronic meningitis"
"2456","203","G03.2","Benign recurrent meningitis [mollaret]"
"2457","203","G03.8","Meningitis due to other specified causes"
"2458","203","G03.9","Meningitis, unspecified"
"2459","203","G04.0","Acute disseminated encephalitis"
"2460","203","G04.1","Tropical spastic paraplegia"
"2461","203","G04.2","Bacterial meningoencephalitis and meningomyelitis nec"
"2462","203","G04.8","Other encephalitis, myelitis and encephalomyelitis"
"2463","203","G04.9","Encephalitis, myelitis and encephalomyelitis, unspecified"
"2464","203","G05.0","Encephalitis, myelitis & encephalomyelitis in bacterial disease classified elsewhere"
"2465","203","G05.1","Encephalitis, myelitis & encephalomyelitis in viral disease classified elsewhere"
"2466","203","G05.2","Encephalitis myelitis encphlomyelitis infectious and parasitic disease classified elsewhere"
"2467","203","G05.8","Encephalitis, myelitis & encephalomyelitis in other disease classified elsewhere"
"2468","203","G06.0","Intracranial abscess and granuloma"
"2469","203","G06.1","Intraspinal abscess and granuloma"
"2470","203","G06.2","Extradural and subdural abscess, unspecified"
"2471","203","G07","Intracranial and intraspinal abscess and granuloma disease classified elsewhere"
"2472","203","G08","Intracranial and intraspinal phlebitis and thrombophlebitis"
"2473","203","G09","Sequelae of inflammatory diseases of central nervous system"
"2474","219","G10","Huntington's disease"
"2475","219","G11.0","Congenital nonprogressive ataxia"
"2476","219","G11.1","Early-onset cerebellar ataxia"
"2477","219","G11.2","Late-onset cerebellar ataxia"
"2478","219","G11.3","Cerebellar ataxia with defective dna repair"
"2479","219","G11.4","Hereditary spastic paraplegia"
"2480","219","G11.8","Other hereditary ataxias"
"2481","219","G11.9","Hereditary ataxia, unspecified"
"2482","219","G12.0","Infantile spinal muscular atrophy, type i [werdnig-hoffman]"
"2483","219","G12.1","Other inherited spinal muscular atrophy"
"2484","219","G12.2","Motor neuron disease"
"2485","219","G12.8","Other spinal muscular atrophies and related syndromes"
"2486","219","G12.9","Spinal muscular atrophy, unspecified"
"2487","219","G13.0","Paraneoplastic neuromyopathy and neuropathy"
"2488","219","G13.1","Other systemic atrophy primarily affect central nervous system neoplastic disease"
"2489","219","G13.2","Systemic atrophy primarily affecting central nervous system in myxoedema"
"2490","219","G13.8","Systemic atrophy primarily affecting central nervous system other disease classified elsewhere"
"2491","204","G20","Parkinson's disease"
"2492","217","G21.0","Malignant neuroleptic syndrome"
"2493","217","G21.1","Other drug-induced secondary parkinsonism"
"2494","217","G21.2","Secondary parkinsonism due to other external agents"
"2495","217","G21.3","Postencephalitic parkinsonism"
"2496","217","G21.8","Other secondary parkinsonism"
"2497","217","G21.9","Secondary parkinsonism, unspecified"
"2498","219","G22","Parkinsonism in diseases classified elsewhere"
"2499","219","G23.0","Hallervorden-Spatz disease"
"2500","219","G23.1","Progressive supranuclear ophthalmoplegia"
"2501","219","G23.2","Striatonigral degeneration"
"2502","219","G23.8","Other specified degenerative diseases of basal ganglia"
"2503","219","G23.9","Degenerative disease of basal ganglia, unspecified"
"2504","219","G24.0","Drug-induced dystonia"
"2505","219","G24.1","Idiopathic familial dystonia"
"2506","219","G24.2","Idiopathic nonfamilial dystonia"
"2507","219","G24.3","Spasmodic torticollis"
"2508","219","G24.4","Idiopathic orofacial dystonia"
"2509","219","G24.5","Blepharospasm"
"2510","219","G24.8","Other dystonia"
"2511","219","G24.9","Dystonia, unspecified"
"2512","219","G25.0","Essential tremor"
"2513","219","G25.1","Drug-induced tremor"
"2514","219","G25.2","Other specified forms of tremor"
"2515","219","G25.3","Myoclonus"
"2516","219","G25.4","Drug-induced chorea"
"2517","219","G25.5","Other chorea"
"2518","219","G25.6","Drug-induced tics and other tics of organic origin"
"2519","219","G25.8","Other specified extrapyramidal and movement disorders"
"2520","219","G25.9","Extrapyramidal and movement disorder, unspecified"
"2521","219","G26","Extrapyramidal and movement disorders in disease classified elsewhere"
"2522","205","G30.0","Alzheimer's disease with early onset"
"2523","205","G30.1","Alzheimer's disease with late onset"
"2524","205","G30.8","Other alzheimer's disease"
"2525","205","G30.9","Alzheimer's disease, unspecified"
"2526","219","G31.0","Circumscribed brain atrophy"
"2527","219","G31.1","Senile degeneration of brain, not elsewhere classified"
"2528","219","G31.2","Degeneration of nervous system due to alcohol"
"2529","219","G31.8","Other specified degenerative diseases of nervous system"
"2530","219","G31.9","Degenerative disease of nervous system, unspecified"
"2531","219","G32.0","Subacute combined degeneration of spinal cord in dis ec"
"2532","219","G32.8","Other spec degenerative disorders of nervous system dis ec"
"2533","206","G35","Multiple sclerosis"
"2534","219","G36.0","Neuromyelitis optica [devic]"
"2535","219","G36.1","Acute and subacute haemorrhagic leukoencephalitis [hurst]"
"2536","219","G36.8","Other specified acute disseminated demyelination"
"2537","219","G36.9","Acute disseminated demyelination, unspecified"
"2538","219","G37.0","Diffuse sclerosis"
"2539","219","G37.1","Central demyelination of corpus callosum"
"2540","219","G37.2","Central pontine myelinolysis"
"2541","219","G37.3","Acute transverse myelitis in demyelinating disease of cns"
"2542","219","G37.4","Subacute necrotizing myelitis"
"2543","219","G37.5","Concentric sclerosis [bal-]"
"2544","219","G37.8","Other spec demyelinating diseases of central nervous system"
"2545","219","G37.9","Demyelinating disease of central nervous system, unspecified"
"2546","207","G40.0","Localization-related(focal)(partial)idiopathic epilepsy / epileptic syndromes seizures localized onset"
"2547","207","G40.1","Localization-related(focal)(partial)idiopathic epilepsy / epileptic syndromes with simple partial seizures"
"2548","207","G40.2","Localization-related(focal)(partial)idiopathic epilepsy / epileptic syndromes with complex partial seizures"
"2549","207","G40.3","Generalized idiopathic epilepsy and epileptic syndromes"
"2550","207","G40.4","Other generalized epilepsy and epileptic syndromes"
"2551","207","G40.5","Special epileptic syndromes"
"2552","207","G40.6","Grand mal seizures, unspecified (with or without petit mal)"
"2553","207","G40.7","Petit mal, unspecified, without grand mal seizures"
"2554","207","G40.8","Other epilepsy"
"2555","207","G40.9","Epilepsy, unspecified"
"2556","207","G41.0","Grand mal status epilepticus"
"2557","207","G41.1","Petit mal status epilepticus"
"2558","207","G41.2","Complex partial status epilepticus"
"2559","207","G41.8","Other status epilepticus"
"2560","207","G41.9","Status epilepticus, unspecified"
"2561","208","G43.0","Migraine without aura [common migraine]"
"2562","208","G43.1","Migraine with aura [classical migraine]"
"2563","208","G43.2","Status migrainosus"
"2564","208","G43.3","Complicated migraine"
"2565","208","G43.8","Other migraine"
"2566","208","G43.9","Migraine, unspecified"
"2567","208","G44.0","Cluster headache syndrome"
"2568","208","G44.1","Vascular headache, not elsewhere classified"
"2569","208","G44.2","Tension-type headache"
"2570","208","G44.3","Chronic post-traumatic headache"
"2571","208","G44.4","Drug-induced headache, not elsewhere classified"
"2572","208","G44.8","Other specified headache syndromes"
"2573","209","G45.0","Vertebro-basilar artery syndrome"
"2574","209","G45.1","Carotid artery syndrome (hemispheric)"
"2575","209","G45.2","Multiple and bilateral precerebral artery syndromes"
"2576","209","G45.3","Amaurosis fugax"
"2577","209","G45.4","Transient global amnesia"
"2578","209","G45.8","Other transient cerebral ischaemic attacks and related synd"
"2579","209","G45.9","Transient cerebral ischaemic attack, unspecified"
"2580","219","G46.0","Middle cerebral artery syndrome"
"2581","219","G46.1","Anterior cerebral artery syndrome"
"2582","219","G46.2","Posterior cerebral artery syndrome"
"2583","219","G46.3","Brain stem stroke syndrome"
"2584","219","G46.4","Cerebellar stroke syndrome"
"2585","219","G46.5","Pure motor lacunar syndrome"
"2586","219","G46.6","Pure sensory lacunar syndrome"
"2587","219","G46.7","Other lacunar syndromes"
"2588","219","G46.8","Other vascular syndromes of brain in cerebrovascular disease"
"2589","219","G47.0","Disorders of initiating and maintaining sleep [insomnias]"
"2590","219","G47.1","Disorders of excessive somnolence [hypersomnias]"
"2591","219","G47.2","Disorders of the sleep-wake schedule"
"2592","219","G47.3","Sleep apnoea"
"2593","219","G47.4","Narcolepsy and cataplexy"
"2594","219","G47.8","Other sleep disorders"
"2595","219","G47.9","Sleep disorder, unspecified"
"2596","214","G50.0","Trigeminal neuralgia"
"2597","214","G50.1","Atypical facial pain"
"2598","214","G50.8","Other disorders of trigeminal nerve"
"2599","214","G50.9","Disorder of trigeminal nerve, unspecified"
"2600","214","G51.0","Bell's palsy"
"2601","214","G51.1","Geniculate ganglionitis"
"2602","214","G51.2","Melkersson's syndrome"
"2603","214","G51.3","Clonic hemifacial spasm"
"2604","214","G51.4","Facial myokymia"
"2605","214","G51.8","Other disorders of facial nerve"
"2606","214","G51.9","Disorder of facial nerve, unspecified"
"2607","214","G52.0","Disorders of olfactory nerve"
"2608","214","G52.1","Disorders of glossopharyngeal nerve"
"2609","214","G52.2","Disorders of vagus nerve"
"2610","214","G52.3","Disorders of hypoglossal nerve"
"2611","214","G52.7","Disorders of multiple cranial nerves"
"2612","214","G52.8","Disorders of other specified cranial nerves"
"2613","214","G52.9","Cranial nerve disorder, unspecified"
"2614","214","G53.0","Postzoster neuralgia"
"2615","214","G53.1","Multiple cranial nerve palsies in infectious & parasit disease classified elsewhere"
"2616","214","G53.2","Multiple cranial nerve palsies in sarcoidosis"
"2617","214","G53.3","Multiple cranial nerve palsies in neoplastic disease"
"2618","214","G53.8","Other cranial nerve disorders in other disease classified elsewhere"
"2619","214","G54.0","Brachial plexus disorders"
"2620","214","G54.1","Lumbosacral plexus disorders"
"2621","214","G54.2","Cervical root disorders, not elsewhere classified"
"2622","214","G54.3","Thoracic root disorders, not elsewhere classified"
"2623","214","G54.4","Lumbosacral root disorders, not elsewhere classified"
"2624","214","G54.5","Neuralgic amyotrophy"
"2625","214","G54.6","Phantom limb syndrome with pain"
"2626","214","G54.7","Phantom limb syndrome without pain"
"2627","214","G54.8","Other nerve root and plexus disorders"
"2628","214","G54.9","Nerve root and plexus disorder, unspecified"
"2629","214","G55.0","Nerve root and plexus compressions in neoplastic disease"
"2630","214","G55.1","Nerve root and plexus compressions in intravert disc disord"
"2631","214","G55.2","Nerve root and plexus compressions in spondylosis"
"2632","214","G55.3","Nerve root and plexus compressions in oth dorsopathies"
"2633","214","G55.8","Nerve root and plexus compressions in other disease classified elsewhere"
"2634","210","G56.0","Carpal tunnel syndrome"
"2635","211","G56.1","Other lesions of median nerve"
"2636","211","G56.2","Lesion of ulnar nerve"
"2637","212","G56.3","Lesion of radial nerve"
"2638",,"G56.4","Causalgia"
"2639","213","G56.8","Other mononeuropathies of upper limb"
"2640",,"G56.9","Mononeuropathy of upper limb, unspecified"
"2641","214","G57.0","Lesion of sciatic nerve"
"2642","214","G57.1","Meralgia paraesthetica"
"2643","214","G57.2","Lesion of femoral nerve"
"2644","214","G57.3","Lesion of lateral popliteal nerve"
"2645","214","G57.4","Lesion of medial popliteal nerve"
"2646","214","G57.5","Tarsal tunnel syndrome"
"2647","214","G57.6","Lesion of plantar nerve"
"2648","214","G57.8","Other mononeuropathies of lower limb"
"2649","214","G57.9","Mononeuropathy of lower limb, unspecified"
"2650","214","G58.0","Intercostal neuropathy"
"2651","214","G58.7","Mononeuritis multiplex"
"2652","214","G58.8","Other specified mononeuropathies"
"2653","214","G58.9","Mononeuropathy, unspecified"
"2654","214","G59.0","Diabetic mononeuropathy"
"2655","214","G59.8","Other mononeuropathies in diseases classified elsewhere"
"2656","219","G60.0","Hereditary motor and sensory neuropathy"
"2657","219","G60.1","Refsum's disease"
"2658","219","G60.2","Neuropathy in association with hereditary ataxia"
"2659","219","G60.3","Idiopathic progressive neuropathy"
"2660","219","G60.8","Other hereditary and idiopathic neuropathies"
"2661","219","G60.9","Hereditary and idiopathic neuropathy, unspecified"
"2662","219","G61.0","Guillain-barre syndrome"
"2663","219","G61.1","Serum neuropathy"
"2664","219","G61.8","Other inflammatory polyneuropathies"
"2665","219","G61.9","Inflammatory polyneuropathy, unspecified"
"2666","219","G62.0","Drug-induced polyneuropathy"
"2667","219","G62.1","Alcoholic polyneuropathy"
"2668","219","G62.2","Polyneuropathy due to other toxic agents"
"2669","219","G62.8","Other specified polyneuropathies"
"2670","219","G62.9","Polyneuropathy, unspecified"
"2671","219","G63.0","Polyneuropathy in infectious and parasitic disease classified elsewhere"
"2672","219","G63.1","Polyneuropathy in neoplastic disease"
"2673","219","G63.2","Diabetic polyneuropathy"
"2674","219","G63.3","Polyneuropathy in other endocrine and metabolic diseases"
"2675","219","G63.4","Polyneuropathy in nutritional deficiency"
"2676","219","G63.5","Polyneuropathy in systemic connective tissue disorders"
"2677","219","G63.6","Polyneuropathy in other musculoskeletal disorders"
"2678","219","G63.8","Polyneuropathy in other diseases classified elsewhere"
"2679","219","G64","Other disorders of peripheral nervous system"
"2680","219","G70.0","Myasthenia gravis"
"2681","219","G70.1","Toxic myoneural disorders"
"2682","219","G70.2","Congenital and developmental myasthenia"
"2683","219","G70.8","Other specified myoneural disorders"
"2684","219","G70.9","Myoneural disorder, unspecified"
"2685","219","G71.0","Muscular dystrophy"
"2686","219","G71.1","Myotonic disorders"
"2687","219","G71.2","Congenital myopathies"
"2688","219","G71.3","Mitochondrial myopathy, not elsewhere classified"
"2689","219","G71.8","Other primary disorders of muscles"
"2690","219","G71.9","Primary disorder of muscle, unspecified"
"2691","219","G72.0","Drug-induced myopathy"
"2692","219","G72.1","Alcoholic myopathy"
"2693","219","G72.2","Myopathy due to other toxic agents"
"2694","219","G72.3","Periodic paralysis"
"2695","219","G72.4","Inflammatory myopathy, not elsewhere classified"
"2696","219","G72.8","Other specified myopathies"
"2697","219","G72.9","Myopathy, unspecified"
"2698","219","G73.0","Myasthenic syndromes in endocrine diseases"
"2699","219","G73.1","Eaton-lambert syndrome"
"2700","219","G73.2","Other myasthenic syndromes in neoplastic disease"
"2701","219","G73.3","Myasthenic syndromes in other diseases classified elsewhere"
"2702","219","G73.4","Myopathy in infectious and parasitic disease classified elsewhere"
"2703","219","G73.5","Myopathy in endocrine diseases"
"2704","219","G73.6","Myopathy in metabolic diseases"
"2705","219","G73.7","Myopathy in other diseases classified elsewhere"
"2706","215","G80.0","Spastic cerebral palsy"
"2707","215","G80.1","Spastic diplegia"
"2708","215","G80.2","Infantile hemiplegia"
"2709","215","G80.3","Dyskinetic cerebral palsy"
"2710","215","G80.4","Ataxic cerebral palsy"
"2711","215","G80.8","Other infantile cerebral palsy"
"2712","215","G80.9","Infantile cerebral palsy, unspecified"
"2713","216","G81.0","Flaccid hemiplegia"
"2714","216","G81.1","Spastic hemiplegia"
"2715","216","G81.9","Hemiplegia, unspecified"
"2716","216","G82.0","Flaccid paraplegia"
"2717","216","G82.1","Spastic paraplegia"
"2718","216","G82.2","Paraplegia, unspecified"
"2719","216","G82.3","Flaccid tetraplegia"
"2720","216","G82.4","Spastic tetraplegia"
"2721","216","G82.5","Tetraplegia, unspecified"
"2722","216","G83.0","Diplegia of upper limbs"
"2723","216","G83.1","Monoplegia of lower limb"
"2724","216","G83.2","Monoplegia of upper limb"
"2725","216","G83.3","Monoplegia, unspecified"
"2726","216","G83.4","Cauda equina syndrome"
"2727","216","G83.8","Other specified paralytic syndromes"
"2728","216","G83.9","Paralytic syndrome, unspecified"
"2729","219","G90.0","Idiopathic peripheral autonomic neuropathy"
"2730","219","G90.1","Familial dysautonomia [riley-day]"
"2731","219","G90.2","Horner's syndrome"
"2732","219","G90.3","Multi-system degeneration"
"2733","219","G90.8","Other disorders of autonomic nervous system"
"2734","219","G90.9","Disorder of autonomic nervous system, unspecified"
"2735","219","G91.0","Communicating hydrocephalus"
"2736","219","G91.1","Obstructive hydrocephalus"
"2737","219","G91.2","Normal-pressure hydrocephalus"
"2738","219","G91.3","Post-traumatic hydrocephalus, unspecified"
"2739","219","G91.8","Other hydrocephalus"
"2740","219","G91.9","Hydrocephalus, unspecified"
"2741","218","G92","Toxic encephalopathy"
"2742","219","G93.0","Cerebral cysts"
"2743","219","G93.1","Anoxic brain damage, not elsewhere classified"
"2744","219","G93.2","Benign intracranial hypertension"
"2745","219","G93.3","Postviral fatigue syndrome"
"2746","219","G93.4","Encephalopathy, unspecified"
"2747","219","G93.5","Compression of brain"
"2748","219","G93.6","Cerebral oedema"
"2749","219","G93.7","Reye's syndrome"
"2750","219","G93.8","Other specified disorders of brain"
"2751","219","G93.9","Disorder of brain, unspecified"
"2752",,"G94.0","Hydrocephalus in infectious and parasitic disease classified elsewhere"
"2753",,"G94.1","Hydrocephalus in neoplastic disease"
"2754",,"G94.2","Hydrocephalus in other diseases classified elsewhere"
"2755",,"G94.8","Other specified disorders of brain in disease classified elsewhere"
"2756",,"G95.0","Syringomyelia and syringobulbia"
"2757",,"G95.1","Vascular myelopathies"
"2758",,"G95.2","Cord compression, unspecified"
"2759",,"G95.8","Other specified diseases of spinal cord"
"2760",,"G95.9","Disease of spinal cord, unspecified"
"2761",,"G96.0","Cerebrospinal fluid leak"
"2762",,"G96.1","Disorders of meninges, not elsewhere classified"
"2763",,"G96.8","Other specified disorders of central nervous system"
"2764",,"G96.9","Disorder of central nervous system, unspecified"
"2765",,"G97.0","Cerebrospinal fluid leak from spinal puncture"
"2766",,"G97.1","Other reaction to spinal and lumbar puncture"
"2767",,"G97.2","Intracranial hypotension following ventricular shunting"
